"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama says his $1,000 emergency energy rebate \""will be enough to offset the increased cost of gas for a working family\""""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Fewer than 30 percent of Texas college students graduate in four years. Only 58 percent graduate within six years.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mitt Romney says class sizes dont matter.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""My office sends federal money back every year.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Less than 2 percent of Texas residents have concealed handgun licenses.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years. That's more than $50,000 per worker.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Texas Gov. Rick Perry says he is an Aggie. He says he wants to be the first Aggie governor.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gov. Scott Walkers wants to use collective-bargaining limits to help balance the city of Milwaukee budget.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""New Jerseys public school students have the best Advanced Placement scores in the nation.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The debt will soon eclipse our entire economy, writes CNN's John Sutter. Sutter: \""The debt is going to eclipse the entire economy\""""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Seneca Jones Timber Co. aims to increase logging and allay fears that old growth will be cut. Company says mills have shifted to second-generation trees.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Georgia ranks near the bottom in per capita transportation spending.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""When Social Security started, age expectancy for the average man was 58. It was 62 for women.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Wisconsin was the first state to ban public and private sector employment discrimination based on sexual orientation.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gingrich supported individual health insurance mandates.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Virginia governor proposes largest employer contribution to Virginia Retirement System in history.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We went down that road in the 1930s. It made the Great Depression longer and more painful. A trade war is something very different.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""China is practicing how to blow up our satellites.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Palin supports \""aerial hunting of wolves and other wildlife\""""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Obama has stopped using the phrase war on terror.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""The American people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost, since the stimulus bill was signed,\"" he said.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A typical married couple will contribute $119,000 into Medicare but will receive $357,000 in Medicare benefits over their lifetimes.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We just dont want to get to be like Louisiana, where you have drive-up daiquiri shops.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ninety percent of the job growth in Virginia has been in the private sector.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rhode Island has the worst maintained bridges in the United States of America. The state also has the second worst maintained roads.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Obama has set out a timetable to withdraw from Iraq.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Spanish was the first European language spoken in this country.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Senate will have a record number of female senators in 2013, says Senate Majority Leader Mitch McConnell.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rhode Islands legislature is the strongest in the country.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In 2010, uninsured voters made up about 5 percent of the electorate.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The mayor said 'if you happen to be in this country in an undocumented status then we welcome you here'""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It is a greater crime to have an untagged alligator than to host an open house party (for kids).""}, {""role"": ""assistant"", ""content"": """"}]}"
